`mesh_concept_uid`,`mesh_descriptor_uid`
M0026039,D017137
M0026040,D017143
M0026041,D017144
M0026042,D017145
M0026043,D017146
M0026044,D017147
M0026045,D017148
M0026046,D017149
M0026047,D017149
M0026048,D017150
M0026049,D017150
M0026050,D017150
M0026051,D017151
M0026052,D017152
M0026053,D017153
M0026054,D017154
M0026055,D017155
M0026056,D017156
M0026057,D017157
M0026058,D017158
M0026059,D017159
M0026060,D017159
M0026061,D017160
M0026062,D017161
M0026063,D017162
M0026064,D017163
M0026065,D017164
M0026066,D017165
M0026067,D017166
M0026068,D017167
M0026069,D017168
M0026070,D017169
M0026071,D017170
M0026072,D017171
M0026073,D017172
M0026074,D017172
M0026075,D017172
M0026076,D017173
M0026077,D017174
M0026078,D017175
M0026079,D017176
M0026080,D017177
M0026081,D017178
M0026082,D017179
M0026083,D017180
M0026084,D017181
M0026085,D017182
M0026086,D017183
M0026087,D017184
M0026088,D017185
M0026090,D017186
M0026091,D017187
M0026092,D017188
M0026093,D017189
M0026094,D017189
M0026095,D017190
M0026096,D017191
M0026097,D017192
M0026098,D017193
M0026099,D017194
M0026100,D017195
M0026101,D017196
M0026102,D010535
M0026103,D017201
M0026104,D017202
M0026105,D017203
M0026107,D017204
M0026108,D017205
M0026109,D017205
M0026110,D017206
M0026111,D017206
M0026112,D017206
M0026113,D017207
M0026114,D017207
M0026115,D017208
M0026116,D017209
M0026117,D017210
M0026119,D023681
M0026120,D017210
M0026121,D017211
M0026122,D017213
M0026123,D017213
M0026124,D017214
M0026125,D017215
M0026126,D017216
M0026127,D017217
M0026128,D017218
M0026129,D017219
M0026130,D017220
M0026131,D017221
M0026132,D017222
M0026134,D017225
M0026135,D017225
M0026136,D017225
M0026137,D048430
M0026138,D048429
M0026139,D048429
M0026140,D017227
M0026141,D017228
M0026142,D017229
M0026143,D017231
M0026144,D017232
M0026145,D017232
M0026146,D017232
M0026147,D017232
M0026148,D017233
M0026149,D017234
M0026150,D017236
M0026151,D017236
M0026152,D017236
M0026153,D017237
M0026154,D017238
M0026155,D017239
M0026156,D017239
M0026157,D017239
M0026158,D017240
M0026159,D017240
M0026160,D017240
M0026161,D017241
M0026162,D017242
M0026164,D017243
M0026165,D017244
M0026166,D017245
M0026167,D017245
M0026168,D017245
M0026169,D017246
M0026170,D017247
M0026171,D017248
M0026172,D017250
M0026173,D017250
M0026174,D017252
M0026175,D017253
M0026176,D017254
M0026177,D017255
M0026178,D017255
M0026179,D017255
M0026180,D017255
M0026181,D017255
M0026182,D017255
M0026183,D017256
M0026184,D017257
M0026185,D017258
M0026186,D017258
M0026187,D017258
M0026188,D017258
M0026190,D017258
M0026191,D017258
M0026192,D017258
M0026193,D017258
M0026194,D017258
M0026195,D017259
M0026196,D017260
M0026197,D017261
M0026198,D017261
M0026199,D017261
M0026200,D017261
M0026201,D017262
M0026202,D017263
M0026203,D017265
M0026204,D017265
M0026205,D017265
M0026206,D017265
M0026207,D017265
M0026208,D017266
M0026209,D017267
M0026210,D017268
M0026211,D017269
M0026212,D017270
M0026213,D017270
M0026214,D017271
M0026215,D017272
M0026216,D017272
M0026217,D017273
M0026218,D017273
M0026219,D017274
M0026221,D017275
M0026222,D017275
M0026223,D017275
M0026224,D017276
M0026225,D017277
M0026226,D017277
M0026227,D017277
M0026228,D017277
M0026229,D017277
M0026230,D017278
M0026231,D017279
M0026232,D017280
M0026233,D017280
M0026234,D017281
M0026235,D017282
M0026236,D017282
M0026237,D017283
M0026238,D017283
M0026239,D017285
M0026240,D017286
M0026241,D017287
M0026242,D017288
M0026243,D017289
M0026244,D017289
M0026245,D017289
M0026246,D017289
M0026247,D017289
M0026248,D017290
M0026249,D017291
M0026251,D017292
M0026252,D017292
M0026253,D017293
M0026254,D017294
M0026255,D017294
M0026256,D017298
M0026257,D017298
M0026258,D017298
M0026259,D017299
M0026260,D017300
M0026261,D017300
M0026262,D017300
M0026263,D017300
M0026264,D017301
M0026266,D017302
M0026267,D017302
M0026268,D017302
M0026270,D017302
M0026271,D017302
M0026272,D017302
M0026273,D017302
M0026274,D017304
M0026275,D017305
M0026276,D017306
M0026277,D017307
M0026278,D017307
M0026279,D017307
M0026281,D017308
M0026282,D017308
M0026283,D017310
M0026284,D017311
M0026286,D017311
M0026287,D017312
M0026288,D017312
M0026289,D017312
M0026290,D017312
M0026291,D017313
M0026293,D017314
M0026294,D017315
M0026295,D017316
M0026296,D017316
M0026297,D017317
M0026298,D017318
M0026299,D017319
M0026300,D017320
M0026301,D017321
M0026302,D017321
M0026303,D017321
M0026304,D017322
M0026305,D017322
M0026306,D017322
M0026307,D017323
M0026309,D017324
M0026310,D017325
M0026311,D017326
M0026312,D017326
M0026313,D017327
M0026314,D017327
M0026315,D017328
M0026317,D017328
M0026318,D017329
M0026319,D017329
M0026320,D017330
M0026321,D017332
M0026322,D017332
M0026323,D017332
M0026325,D017334
M0026326,D017334
M0026327,D017335
M0026328,D017335
M0026329,D017336
M0026330,D017337
M0026331,D017337
M0026332,D017338
M0026334,D017341
M0026336,D017343
M0026337,D017344
M0026339,D017346
M0026340,D017347
M0026341,D017348
M0026342,D017349
M0026343,D017350
M0026344,D017351
M0026345,D017352
M0026346,D017352
M0026347,D017353
M0026348,D017354
M0026349,D017355
M0026350,D017355
M0026351,D017356
M0026352,D017357
M0026353,D017357
M0026354,D017358
M0026355,D017359
M0026356,D017360
M0026357,D017360
M0026358,D017361
M0026359,D017361
M0026361,D017361
M0026362,D017362
M0026363,D017364
M0026364,D017365
M0026365,D029222
M0026366,D029222
M0026367,D026323
M0026368,D058825
M0026369,D058826
M0026370,D058827
M0026371,D017366
M0026372,D017367
M0026373,D054876
M0026374,D017368
M0026375,D017368
M0026376,D017368
M0026377,D054876
M0026378,D054876
M0026379,D054876
M0026380,D017368
M0026381,D017370
M0026382,D017371
M0026384,D017373
M0026385,D017373
M0026386,D017374
M0026387,D017374
M0026388,D017374
M0026389,D011993
M0026390,D017376
M0026391,D017377
M0026392,D017378
M0026394,D017379
M0026395,D017380
M0026396,D017381
M0026397,D017382
M0026398,D017384
M0026399,D017385
M0026400,D017385
M0026401,D017386
M0026402,D017386
M0026403,D017387
M0026404,D017388
M0026405,D017391
M0026406,D017392
M0026407,D017393
M0026408,D017394
M0026409,D017395
M0026410,D017396
M0026411,D017397
M0026412,D017398
M0026413,D017400
M0026414,D017400
M0026415,D017401
M0026416,D017402
M0026417,D017403
M0026418,D017404
M0026419,D017405
M0026420,D017406
M0026421,D017407
M0026422,D017408
M0026423,D017409
M0026424,D017409
M0026425,D017410
M0026426,D017411
M0026429,D017412
M0026430,D017413
M0026431,D017414
M0026432,D017414
M0026433,D017414
M0026434,D017415
M0026435,D017418
M0026436,D017419
M0026437,D017421
M0026438,D017422
M0026439,D017423
M0026440,D017426
M0026441,D017427
M0026442,D017428
M0026443,D017429
M0026444,D017430
M0026445,D017431
M0026446,D017432
M0026447,D017432
M0026448,D000072756
M0026449,D000072757
M0026450,D017433
M0026451,D000072757
M0026452,D017434
M0026453,D017436
M0026454,D017437
M0026457,D017438
M0026459,D017439
M0026460,D017440
M0026461,D017441
M0026462,D017442
M0026463,D017442
M0026464,D017442
M0026465,D017442
M0026466,D017443
M0026467,D017444
M0026468,D054068
M0026469,D017445
M0026470,D017446
M0026472,D017447
M0026473,D017448
M0026474,D017449
M0026475,D017450
M0026476,D017450
M0026477,D017451
M0026478,D017452
M0026479,D017452
M0026480,D017452
M0026481,D017452
M0026482,D017452
M0026483,D017452
M0026484,D017453
M0026485,D017454
M0026486,D017454
M0026487,D017455
M0026488,D017455
M0026489,D017455
M0026490,D017456
M0026491,D017456
M0026492,D017456
M0026493,D017457
M0026494,D018161
M0026495,D017459
M0026496,D017461
M0026497,D017463
M0026498,D017464
M0026499,D017465
M0026500,D017466
M0026501,D017467
M0026502,D017468
M0026503,D017469
M0026504,D017470
M0026505,D017470
M0026506,D017471
M0026507,D017472
M0026510,D017473
M0026511,D017474
M0026512,D017475
M0026513,D017476
M0026514,D017478
M0026515,D017479
M0026516,D017480
M0026517,D017481
M0026518,D017482
M0026519,D044244
M0026520,D017483
M0026522,D017483
M0026523,D017484
M0026524,D017484
M0026525,D017485
M0026526,D017485
M0026527,D017485
M0026528,D017486
M0026529,D017487
M0026530,D017488
M0026531,D017489
M0026532,D017490
M0026533,D017490
M0026534,D017491
M0026535,D017492
M0026536,D017493
M0026537,D017493
M0026540,D017493
M0026541,D017493
M0026542,D017493
M0026544,D017493
M0026545,D017494
M0026546,D017495
M0026547,D017496
M0026548,D017497
M0026549,D017498
M0026550,D017499
M0026551,D017499
M0026552,D017500
M0026553,D017500
M0026554,D017501
M0026555,D017501
M0026556,D017501
M0026557,D017502
M0026558,D017502
M0026559,D017502
M0026561,D017502
M0026562,D017503
M0026563,D017503
M0026564,D017504
M0026565,D017504
M0026566,D017506
M0026567,D017507
M0026568,D017507
M0026569,D017508
M0026571,D017510
M0026572,D017510
M0026573,D017511
M0026574,D017512
M0026575,D017513
M0026576,D017514
M0026577,D017514
M0026578,D017514
M0026579,D017514
M0026580,D017515
M0026581,D017516
M0026582,D017517
M0026583,D017520
M0026584,D017522
M0026585,D017523
M0026586,D017524
M0026587,D017526
M0026588,D017527
M0026589,D017530
M0026590,D017531
M0026591,D017533
M0026592,D017534
M0026593,D017535
M0026594,D017536
M0026595,D017537
M0026596,D017538
M0026597,D017539
M0026598,D017539
M0026599,D017539
M0026600,D017540
M0026601,D017540
M0026602,D017540
M0026603,D017541
M0026605,D017542
M0026606,D017543
M0026607,D017544
M0026608,D017545
M0026609,D017546
M0026610,D017548
M0026611,D017550
M0026612,D017551
M0026613,D017552
M0026614,D017553
M0026615,D017554
M0026616,D017556
M0026617,D017557
M0026618,D017558
M0026620,D017562
M0026621,D017562
M0026622,D017562
M0026623,D017562
M0026624,D017562
M0026625,D017563
M0026626,D017563
M0026627,D017564
M0026628,D017565
M0026629,D017566
M0026630,D017567
M0026631,D017568
M0026632,D017570
M0026633,D017572
M0026634,D017572
M0026635,D017573
M0026636,D017574
M0026637,D017575
M0026638,D017576
M0026639,D017577
M0026640,D017578
M0026641,D017579
M0026642,D017579
M0026643,D017582
M0026644,D017583
M0026645,D017583
M0026646,D017584
M0026647,D017584
M0026648,D017584
M0026649,D017584
M0026650,D017585
M0026651,D017586
M0026652,D017587
M0026653,D017587
M0026654,D017588
M0026655,D017589
M0026656,D017590
M0026657,D017591
M0026658,D017592
M0026659,D017593
M0026660,D017594
M0026661,D017595
M0026662,D017596
M0026663,D017597
M0026664,D017598
M0026665,D017598
M0026666,D017598
M0026667,D017598
M0026668,D017599
M0026669,D017600
M0026670,D017601
M0026674,D017602
M0026675,D017602
M0026676,D017603
M0026677,D017604
M0026678,D017605
M0026679,D017606
M0026680,D017607
M0026681,D017608
M0026682,D017609
M0026683,D017610
M0026684,D017611
M0026685,D017612
M0026686,D017613
M0026688,D017615
M0026689,D017616
M0026690,D017619
M0026691,D017622
M0026692,D017624
M0026693,D017626
M0026694,D017628
M0026695,D017629
M0026696,D017630
M0026697,D017632
M0026698,D017632
M0026699,D017632
M0026700,D017633
M0026701,D017634
M0026702,D017635
M0026703,D017636
M0026704,D017636
M0026705,D017637
M0026706,D017637
M0026707,D017638
M0026708,D017639
M0026709,D017639
M0026710,D017640
M0026712,D017641
M0026713,D017646
M0026714,D017655
M0026715,D017660
M0026716,D017661
M0026717,D017663
M0026719,D017664
M0026720,D017665
M0026721,D017666
M0026722,D017667
M0026723,D017668
M0026725,D017669
M0026726,D017670
M0026727,D017671
M0026728,D017672
M0026729,D017673
M0026730,D017674
M0026731,D017675
M0026732,D017675
M0026733,D017676
M0026734,D017677
M0026735,D017678
M0026736,D017679
M0026737,D017680
M0026738,D017681
M0026739,D017681
M0026740,D017681
M0026741,D017681
M0026742,D017682
M0026743,D017682
M0026744,D017682
M0026745,D017683
M0026746,D017684
M0026747,D017685
M0026748,D017686
M0026749,D017686
M0026750,D017686
M0026751,D017687
M0026752,D017687
M0026753,D017688
M0026754,D017689
M0026755,D017690
M0026756,D017691
M0026757,D017693
M0026758,D017694
M0026759,D017695
M0026760,D017696
M0026761,D017697
M0026762,D017698
M0026763,D017699
M0026764,D017700
M0026765,D045262
M0026766,D017701
M0026767,D017703
M0026768,D017704
M0026769,D017705
M0026770,D017705
M0026771,D017706
M0026772,D017706
M0026773,D017707
M0026774,D017708
M0026775,D017709
M0026776,D017710
M0026777,D017711
M0026778,D017711
M0026779,D017711
M0026780,D017712
M0026781,D017712
M0026782,D017712
M0026783,D017713
M0026784,D017714
M0026785,D017719
M0026786,D017720
M0026787,D017721
M0026788,D017722
M0026789,D017723
M0026790,D017725
M0026791,D017726
M0026792,D017727
M0026793,D017728
M0026794,D017729
M0026795,D017730
M0026796,D017731
M0026797,D017732
M0026798,D017732
M0026799,D017732
M0026800,D017733
M0026801,D017734
M0026802,D017735
M0026803,D017736
M0026804,D017737
M0026805,D017738
M0026806,D017739
M0026807,D017741
M0026808,D017741
M0026809,D017742
M0026810,D017742
M0026811,D017743
M0026812,D017743
M0026813,D017743
M0026814,D017744
M0026815,D017744
M0026816,D017744
M0026817,D017744
M0026818,D017744
M0026819,D017745
M0026820,D017746
M0026821,D017747
M0026822,D017748
M0026823,D017749
M0026824,D017750
M0026825,D017750
M0026826,D017751
M0026827,D017751
M0026828,D017751
M0026829,D017751
M0026830,D057232
M0026831,D017752
M0026832,D017753
M0026833,D044822
M0026834,D017754
M0026835,D017754
M0026836,D017754
M0026837,D017754
M0026838,D017755
M0026839,D017755
M0026840,D017756
M0026841,D017757
M0026842,D017757
M0026843,D017757
M0026844,D017758
M0026845,D017759
M0026846,D017759
M0026847,D017760
M0026848,D017762
M0026849,D017763
M0026850,D017764
M0026851,D017766
M0026852,D017767
M0026853,D017768
M0026854,D017768
M0026855,D020430
M0026857,D017769
M0026858,D017769
M0026859,D017770
M0026860,D017770
M0026861,D028227
M0026863,D017772
M0026864,D017773
M0026865,D017774
M0026866,D017776
M0026867,D017776
M0026868,D017777
M0026869,D017778
M0026870,D017779
M0026871,D017780
M0026872,D017781
M0026873,D017783
M0026874,D017784
M0026875,D017785
M0026876,D017788
M0026877,D017789
M0026878,D017789
M0026879,D017790
M0026880,D017791
M0026882,D017792
M0026883,D017793
M0026884,D017794
M0026885,D017795
M0026886,D017795
M0026887,D017795
M0026888,D017796
M0026889,D017797
M0026890,D017797
M0026891,D017798
M0026892,D017798
M0026893,D017799
M0026894,D017799
M0026895,D017800
M0026896,D017800
M0026897,D017801
M0026898,D017805
M0026899,D017805
M0026900,D017805
M0026901,D017806
M0026902,D017809
M0026903,D017812
M0026904,D017812
M0026905,D017812
M0026906,D017812
M0026907,D017812
M0026908,D017812
M0026909,D017815
M0026910,D017815
M0026911,D017815
M0026912,D017815
M0026913,D017815
M0026914,D017817
M0026915,D017819
M0026916,D017819
M0026917,D017819
M0026918,D017819
M0026919,D017819
M0026920,D017819
M0026921,D017819
M0026922,D017819
M0026923,D017819
M0026924,D017819
M0026925,D017819
M0026926,D017821
M0026927,D017821
M0026928,D017821
M0026929,D017821
M0026930,D017823
M0026931,D017824
M0026932,D017825
M0026933,D017827
M0026934,D017828
M0026935,D017829
M0026936,D017829
M0026937,D017829
M0026938,D017830
M0026939,D017830
M0026940,D017830
M0026941,D017830
M0026942,D017830
M0026943,D017831
M0026944,D017833
M0026945,D017835
M0026946,D017835
M0026949,D017836
M0026950,D017836
M0026951,D017836
M0026952,D017837
M0026953,D017837
M0026954,D017837
M0026955,D017838
M0026956,D017839
M0026957,D017840
M0026958,D017841
M0026959,D017815
M0026960,D017815
M0026961,D017815
M0026962,D017815
M0026963,D017815
M0026964,D017815
M0026965,D017843
M0026966,D017844
M0026967,D017846
M0026968,D017846
M0026969,D017846
M0026970,D017847
M0026971,D017848
M0026972,D017849
M0026973,D017850
M0026974,D017851
M0026975,D017852
M0026976,D017853
M0026977,D017854
M0026978,D017855
M0026979,D017856
M0026980,D017815
M0026981,D017815
M0026982,D017858
M0026983,D017859
M0026984,D017859
M0026985,D017860
M0026986,D017860
M0026987,D017861
M0026988,D017862
M0026989,D017863
M0026990,D017863
M0026991,D017864
M0026992,D017864
M0026993,D017865
M0026994,D017865
M0026995,D017866
M0026996,D017867
M0026998,D017868
M0026999,D054746
M0027000,D017869
M0027001,D017871
M0027004,D048049
M0027006,D017874
M0027007,D017875
M0027008,D017877
M0027009,D017877
M0027010,D017878
M0027011,D017879
M0027012,D017880
M0027013,D017881
M0027014,D017882
M0027015,D018247
M0027016,D016998
M0027018,D017885
M0027019,D017885
M0027020,D017886
M0027021,D017886
M0027022,D017886
M0027023,D017886
M0027024,D017886
M0027025,D017886
M0027026,D017886
M0027027,D017886
M0027028,D017886
M0027029,D017886
M0027030,D017887
M0027031,D017888
M0027032,D017889
M0027033,D017890
M0027034,D017891
M0027035,D017892
M0027036,D017893
M0027037,D017895
M0027038,D017898
M0027039,D017899
M0027040,D017122
M0027041,D017900
M0027043,D017901
M0027044,D025522
M0027045,D017902
M0027047,D017903
M0027048,D017904
M0027049,D017904
M0027050,D017904
M0027051,D017905
M0027052,D017906
M0027053,D017906
M0027054,D017907
M0027055,D017908
M0027056,D017908
M0027057,D017909
M0027058,D017909
M0027059,D017910
M0027060,D017911
M0027061,D017104
M0027062,D025543
M0027063,D025561
M0027064,D017912
M0027065,D017913
M0027066,D017914
M0027067,D017915
M0027068,D017915
M0027069,D017916
M0027070,D017916
M0027071,D017917
M0027072,D017918
M0027073,D017918
M0027074,D017919
M0027075,D017920
M0027076,D017920
M0027077,D017921
M0027078,D017923
M0027079,D017924
M0027080,D017925
M0027081,D017925
M0027082,D017925
M0027083,D017928
M0027085,D017927
M0027086,D017928
M0027087,D017929
M0027088,D017930
M0027089,D017931
M0027090,D017931
M0027092,D017933
M0027093,D017934
M0027094,D017934
M0027097,D045264
M0027098,D017937
M0027100,D017938
M0027101,D017939
M0027103,D017941
M0027104,D017942
M0027105,D017943
M0027106,D017944
M0027107,D017945
M0027109,D017948
M0027110,D017949
M0027111,D017950
M0027112,D017951
M0027113,D017951
M0027114,D017952
M0027115,D017953
M0027116,D017954
M0027117,D017955
M0027118,D017955
M0027119,D017955
M0027120,D017955
M0027121,D017956
M0027122,D017957
M0027123,D017958
M0027124,D017960
M0027125,D017961
M0027126,D017962
M0027127,D017962
M0027129,D017963
M0027130,D017963
M0027131,D017964
M0027132,D017964
M0027133,D017965
M0027134,D017966
M0027135,D017967
M0027136,D017968
M0027137,D017969
M0027138,D017970
M0027139,D017971
M0027140,D017972
M0027141,D017973
M0027142,D017974
M0027143,D017975
M0027144,D017976
M0027145,D017976
M0027146,D017976
M0027147,D017977
M0027148,D017977
M0027149,D017978
M0027150,D017978
M0027151,D017979
M0027152,D030121
M0027153,D017981
M0027154,D017981
M0027155,D017981
M0027156,D017982
M0027157,D017983
M0027158,D017984
M0027159,D017984
M0027160,D017984
M0027161,D017984
M0027162,D017985
M0027163,D017985
M0027164,D017985
M0027165,D017986
M0027166,D017988
M0027167,D017989
M0027168,D017990
M0027169,D017992
M0027170,D017992
M0027171,D017993
M0027172,D017994
M0027173,D017995
M0027174,D017995
M0027175,D017996
M0027176,D017997
M0027177,D017997
M0027178,D017997
M0027179,D017998
M0027180,D017998
M0027181,D017999
M0027182,D017999
M0027183,D018000
M0027184,D018000
M0027185,D018002
M0027186,D018003
M0027187,D018004
M0027188,D018005
M0027189,D018006
M0027190,D018008
M0027191,D018009
M0027192,D018010
M0027193,D018011
M0027194,D018013
M0027195,D018014
M0027196,D018015
M0027197,D018016
M0027198,D018017
